CLUSTER,CLUSTER_LATITUDE,CLUSTER_LONGITUDE,NUMBER_OF_CUSTOMERS_IN_A_CLUSTER,ITERATION,Key,NUMBER_OF_CLUSTERS
3,49.3509611764706,2.8917665705294113,17,13,0,9
4,49.33434717391303,5.062864243434783,23,13,0,9
5,50.182473000000016,5.071395063880001,25,13,0,9
6,50.90932882352941,2.9562071478235294,17,13,0,9
7,49.233389117647064,4.095606813470589,17,13,0,9
8,51.06014608695652,4.230109176391304,23,13,0,9
0,50.003692727272735,3.8395839979545454,22,14,0,9
1,50.184060789473676,2.6288251033157892,19,14,0,9
2,50.97782099999999,5.218979354600001,25,14,0,9
3,49.43065970588236,2.999435296235294,17,14,0,9
4,49.33434717391303,5.062864243434783,23,14,0,9
5,50.182473000000016,5.071395063880001,25,14,0,9
6,50.90932882352941,2.9562071478235294,17,14,0,9
7,49.24403805555556,4.064619586611112,18,14,0,9
8,51.0728825,4.178377545,22,14,0,9
0,50.003692727272735,3.8395839979545454,22,15,0,9
1,50.184060789473676,2.6288251033157892,19,15,0,9
2,50.97782099999999,5.218979354600001,25,15,0,9
3,49.3509611764706,2.8917665705294113,17,15,0,9
4,49.33434717391303,5.062864243434783,23,15,0,9
5,50.182473000000016,5.071395063880001,25,15,0,9
6,50.90932882352941,2.9562071478235294,17,15,0,9
7,49.233389117647064,4.095606813470589,17,15,0,9
8,51.06014608695652,4.230109176391304,23,15,0,9
0,50.003692727272735,3.8395839979545454,22,16,0,9
1,50.184060789473676,2.6288251033157892,19,16,0,9
2,50.97782099999999,5.218979354600001,25,16,0,9
3,49.43065970588236,2.999435296235294,17,16,0,9
4,49.33434717391303,5.062864243434783,23,16,0,9
5,50.182473000000016,5.071395063880001,25,16,0,9
6,50.90932882352941,2.9562071478235294,17,16,0,9
7,49.24403805555556,4.064619586611112,18,16,0,9
8,51.0728825,4.178377545,22,16,0,9
0,50.003692727272735,3.8395839979545454,22,17,0,9
1,50.184060789473676,2.6288251033157892,19,17,0,9
2,50.97782099999999,5.218979354600001,25,17,0,9
3,49.3509611764706,2.8917665705294113,17,17,0,9
4,49.33434717391303,5.062864243434783,23,17,0,9
5,50.182473000000016,5.071395063880001,25,17,0,9
6,50.90932882352941,2.9562071478235294,17,17,0,9
7,49.233389117647064,4.095606813470589,17,17,0,9
8,51.06014608695652,4.230109176391304,23,17,0,9
0,50.003692727272735,3.8395839979545454,22,18,0,9
1,50.184060789473676,2.6288251033157892,19,18,0,9
2,50.97782099999999,5.218979354600001,25,18,0,9
3,49.43065970588236,2.999435296235294,17,18,0,9
4,49.33434717391303,5.062864243434783,23,18,0,9
5,50.182473000000016,5.071395063880001,25,18,0,9
6,50.90932882352941,2.9562071478235294,17,18,0,9
7,49.24403805555556,4.064619586611112,18,18,0,9
8,51.0728825,4.178377545,22,18,0,9
0,50.003692727272735,3.8395839979545454,22,19,0,9
1,50.184060789473676,2.6288251033157892,19,19,0,9
2,50.97782099999999,5.218979354600001,25,19,0,9
3,49.3509611764706,2.8917665705294113,17,19,0,9
4,49.33434717391303,5.062864243434783,23,19,0,9
5,50.182473000000016,5.071395063880001,25,19,0,9
6,50.90932882352941,2.9562071478235294,17,19,0,9
7,49.233389117647064,4.095606813470589,17,19,0,9
8,51.06014608695652,4.230109176391304,23,19,0,9
0,50.003692727272735,3.8395839979545454,22,20,0,9
1,50.184060789473676,2.6288251033157892,19,20,0,9
2,50.97782099999999,5.218979354600001,25,20,0,9
3,49.43065970588236,2.999435296235294,17,20,0,9
4,49.33434717391303,5.062864243434783,23,20,0,9
5,50.182473000000016,5.071395063880001,25,20,0,9
6,50.90932882352941,2.9562071478235294,17,20,0,9
7,49.24403805555556,4.064619586611112,18,20,0,9
8,51.0728825,4.178377545,22,20,0,9
0,50.003692727272735,3.8395839979545454,22,21,0,9
1,50.184060789473676,2.6288251033157892,19,21,0,9
2,50.97782099999999,5.218979354600001,25,21,0,9
3,49.3509611764706,2.8917665705294113,17,21,0,9
4,49.33434717391303,5.062864243434783,23,21,0,9
5,50.182473000000016,5.071395063880001,25,21,0,9
6,50.90932882352941,2.9562071478235294,17,21,0,9
7,49.233389117647064,4.095606813470589,17,21,0,9
8,51.06014608695652,4.230109176391304,23,21,0,9
0,50.003692727272735,3.8395839979545454,22,22,0,9
1,50.184060789473676,2.6288251033157892,19,22,0,9
2,50.97782099999999,5.218979354600001,25,22,0,9
3,49.43065970588236,2.999435296235294,17,22,0,9
4,49.33434717391303,5.062864243434783,23,22,0,9
5,50.182473000000016,5.071395063880001,25,22,0,9
6,50.90932882352941,2.9562071478235294,17,22,0,9
7,49.24403805555556,4.064619586611112,18,22,0,9
8,51.0728825,4.178377545,22,22,0,9
0,50.003692727272735,3.8395839979545454,22,23,0,9
1,50.184060789473676,2.6288251033157892,19,23,0,9
2,50.97782099999999,5.218979354600001,25,23,0,9
3,49.3509611764706,2.8917665705294113,17,23,0,9
4,49.33434717391303,5.062864243434783,23,23,0,9
5,50.182473000000016,5.071395063880001,25,23,0,9
6,50.90932882352941,2.9562071478235294,17,23,0,9
7,49.233389117647064,4.095606813470589,17,23,0,9
8,51.06014608695652,4.230109176391304,23,23,0,9
0,50.003692727272735,3.8395839979545454,22,24,0,9
1,50.184060789473676,2.6288251033157892,19,24,0,9
2,50.97782099999999,5.218979354600001,25,24,0,9
3,49.43065970588236,2.999435296235294,17,24,0,9
4,49.33434717391303,5.062864243434783,23,24,0,9
5,50.182473000000016,5.071395063880001,25,24,0,9
6,50.90932882352941,2.9562071478235294,17,24,0,9
7,49.24403805555556,4.064619586611112,18,24,0,9
8,51.0728825,4.178377545,22,24,0,9
0,50.003692727272735,3.8395839979545454,22,25,0,9
1,50.184060789473676,2.6288251033157892,19,25,0,9
2,50.97782099999999,5.218979354600001,25,25,0,9
3,49.3509611764706,2.8917665705294113,17,25,0,9
4,49.33434717391303,5.062864243434783,23,25,0,9
5,50.182473000000016,5.071395063880001,25,25,0,9
6,50.90932882352941,2.9562071478235294,17,25,0,9
7,49.233389117647064,4.095606813470589,17,25,0,9
8,51.06014608695652,4.230109176391304,23,25,0,9
0,50.003692727272735,3.8395839979545454,22,26,0,9
1,50.184060789473676,2.6288251033157892,19,26,0,9
2,50.97782099999999,5.218979354600001,25,26,0,9
3,49.43065970588236,2.999435296235294,17,26,0,9
4,49.33434717391303,5.062864243434783,23,26,0,9
5,50.182473000000016,5.071395063880001,25,26,0,9
6,50.90932882352941,2.9562071478235294,17,26,0,9
7,49.24403805555556,4.064619586611112,18,26,0,9
8,51.0728825,4.178377545,22,26,0,9
0,50.003692727272735,3.8395839979545454,22,27,0,9
1,50.184060789473676,2.6288251033157892,19,27,0,9
2,50.97782099999999,5.218979354600001,25,27,0,9
3,49.3509611764706,2.8917665705294113,17,27,0,9
4,49.33434717391303,5.062864243434783,23,27,0,9
5,50.182473000000016,5.071395063880001,25,27,0,9
6,50.90932882352941,2.9562071478235294,17,27,0,9
7,49.233389117647064,4.095606813470589,17,27,0,9
8,51.06014608695652,4.230109176391304,23,27,0,9
0,50.003692727272735,3.8395839979545454,22,28,0,9
1,50.184060789473676,2.6288251033157892,19,28,0,9
2,50.97782099999999,5.218979354600001,25,28,0,9
3,49.43065970588236,2.999435296235294,17,28,0,9
4,49.33434717391303,5.062864243434783,23,28,0,9
5,50.182473000000016,5.071395063880001,25,28,0,9
6,50.90932882352941,2.9562071478235294,17,28,0,9
7,49.24403805555556,4.064619586611112,18,28,0,9
8,51.0728825,4.178377545,22,28,0,9
0,50.003692727272735,3.8395839979545454,22,29,0,9
1,50.184060789473676,2.6288251033157892,19,29,0,9
2,50.97782099999999,5.218979354600001,25,29,0,9
3,49.3509611764706,2.8917665705294113,17,29,0,9
4,49.33434717391303,5.062864243434783,23,29,0,9
5,50.182473000000016,5.071395063880001,25,29,0,9
6,50.90932882352941,2.9562071478235294,17,29,0,9
7,49.233389117647064,4.095606813470589,17,29,0,9
8,51.06014608695652,4.230109176391304,23,29,0,9
0,50.003692727272735,3.8395839979545454,22,30,0,9
1,50.184060789473676,2.6288251033157892,19,30,0,9
2,50.97782099999999,5.218979354600001,25,30,0,9
3,49.43065970588236,2.999435296235294,17,30,0,9
4,49.33434717391303,5.062864243434783,23,30,0,9
5,50.182473000000016,5.071395063880001,25,30,0,9
6,50.90932882352941,2.9562071478235294,17,30,0,9
7,49.24403805555556,4.064619586611112,18,30,0,9
8,51.0728825,4.178377545,22,30,0,9
0,50.003692727272735,3.8395839979545454,22,31,0,9
1,50.184060789473676,2.6288251033157892,19,31,0,9
2,50.97782099999999,5.218979354600001,25,31,0,9
3,49.3509611764706,2.8917665705294113,17,31,0,9
4,49.33434717391303,5.062864243434783,23,31,0,9
5,50.182473000000016,5.071395063880001,25,31,0,9
6,50.90932882352941,2.9562071478235294,17,31,0,9
7,49.233389117647064,4.095606813470589,17,31,0,9
8,51.06014608695652,4.230109176391304,23,31,0,9
0,50.003692727272735,3.8395839979545454,22,32,0,9
1,50.184060789473676,2.6288251033157892,19,32,0,9
2,50.97782099999999,5.218979354600001,25,32,0,9
3,49.43065970588236,2.999435296235294,17,32,0,9
4,49.33434717391303,5.062864243434783,23,32,0,9
5,50.182473000000016,5.071395063880001,25,32,0,9
6,50.90932882352941,2.9562071478235294,17,32,0,9
7,49.24403805555556,4.064619586611112,18,32,0,9
8,51.0728825,4.178377545,22,32,0,9
0,50.003692727272735,3.8395839979545454,22,33,0,9
1,50.184060789473676,2.6288251033157892,19,33,0,9
2,50.97782099999999,5.218979354600001,25,33,0,9
3,49.3509611764706,2.8917665705294113,17,33,0,9
4,49.33434717391303,5.062864243434783,23,33,0,9
5,50.182473000000016,5.071395063880001,25,33,0,9
6,50.90932882352941,2.9562071478235294,17,33,0,9
7,49.233389117647064,4.095606813470589,17,33,0,9
8,51.06014608695652,4.230109176391304,23,33,0,9
0,50.003692727272735,3.8395839979545454,22,34,0,9
1,50.184060789473676,2.6288251033157892,19,34,0,9
2,50.97782099999999,5.218979354600001,25,34,0,9
3,49.43065970588236,2.999435296235294,17,34,0,9
4,49.33434717391303,5.062864243434783,23,34,0,9
5,50.182473000000016,5.071395063880001,25,34,0,9
6,50.90932882352941,2.9562071478235294,17,34,0,9
7,49.24403805555556,4.064619586611112,18,34,0,9
8,51.0728825,4.178377545,22,34,0,9
0,50.003692727272735,3.8395839979545454,22,35,0,9
1,50.184060789473676,2.6288251033157892,19,35,0,9
2,50.97782099999999,5.218979354600001,25,35,0,9
3,49.3509611764706,2.8917665705294113,17,35,0,9
4,49.33434717391303,5.062864243434783,23,35,0,9
5,50.182473000000016,5.071395063880001,25,35,0,9
6,50.90932882352941,2.9562071478235294,17,35,0,9
7,49.233389117647064,4.095606813470589,17,35,0,9
8,51.06014608695652,4.230109176391304,23,35,0,9
0,50.003692727272735,3.8395839979545454,22,36,0,9
1,50.184060789473676,2.6288251033157892,19,36,0,9
2,50.97782099999999,5.218979354600001,25,36,0,9
3,49.43065970588236,2.999435296235294,17,36,0,9
4,49.33434717391303,5.062864243434783,23,36,0,9
5,50.182473000000016,5.071395063880001,25,36,0,9
6,50.90932882352941,2.9562071478235294,17,36,0,9
7,49.24403805555556,4.064619586611112,18,36,0,9
8,51.0728825,4.178377545,22,36,0,9
0,50.003692727272735,3.8395839979545454,22,37,0,9
1,50.184060789473676,2.6288251033157892,19,37,0,9
2,50.97782099999999,5.218979354600001,25,37,0,9
3,49.3509611764706,2.8917665705294113,17,37,0,9
4,49.33434717391303,5.062864243434783,23,37,0,9
5,50.182473000000016,5.071395063880001,25,37,0,9
6,50.90932882352941,2.9562071478235294,17,37,0,9
7,49.233389117647064,4.095606813470589,17,37,0,9
8,51.06014608695652,4.230109176391304,23,37,0,9
0,50.003692727272735,3.8395839979545454,22,38,0,9
1,50.184060789473676,2.6288251033157892,19,38,0,9
2,50.97782099999999,5.218979354600001,25,38,0,9
3,49.43065970588236,2.999435296235294,17,38,0,9
4,49.33434717391303,5.062864243434783,23,38,0,9
5,50.182473000000016,5.071395063880001,25,38,0,9
6,50.90932882352941,2.9562071478235294,17,38,0,9
7,49.24403805555556,4.064619586611112,18,38,0,9
8,51.0728825,4.178377545,22,38,0,9
0,50.003692727272735,3.8395839979545454,22,39,0,9
1,50.184060789473676,2.6288251033157892,19,39,0,9
2,50.97782099999999,5.218979354600001,25,39,0,9
3,49.3509611764706,2.8917665705294113,17,39,0,9
4,49.33434717391303,5.062864243434783,23,39,0,9
5,50.182473000000016,5.071395063880001,25,39,0,9
6,50.90932882352941,2.9562071478235294,17,39,0,9
7,49.233389117647064,4.095606813470589,17,39,0,9
8,51.06014608695652,4.230109176391304,23,39,0,9
0,50.003692727272735,3.8395839979545454,22,40,0,9
1,50.184060789473676,2.6288251033157892,19,40,0,9
2,50.97782099999999,5.218979354600001,25,40,0,9
3,49.43065970588236,2.999435296235294,17,40,0,9
4,49.33434717391303,5.062864243434783,23,40,0,9
5,50.182473000000016,5.071395063880001,25,40,0,9
6,50.90932882352941,2.9562071478235294,17,40,0,9
7,49.24403805555556,4.064619586611112,18,40,0,9
8,51.0728825,4.178377545,22,40,0,9
0,50.003692727272735,3.8395839979545454,22,41,0,9
1,50.184060789473676,2.6288251033157892,19,41,0,9
2,50.97782099999999,5.218979354600001,25,41,0,9
3,49.3509611764706,2.8917665705294113,17,41,0,9
4,49.33434717391303,5.062864243434783,23,41,0,9
5,50.182473000000016,5.071395063880001,25,41,0,9
6,50.90932882352941,2.9562071478235294,17,41,0,9
7,49.233389117647064,4.095606813470589,17,41,0,9
8,51.06014608695652,4.230109176391304,23,41,0,9
0,50.003692727272735,3.8395839979545454,22,42,0,9
1,50.184060789473676,2.6288251033157892,19,42,0,9
2,50.97782099999999,5.218979354600001,25,42,0,9
3,49.43065970588236,2.999435296235294,17,42,0,9
4,49.33434717391303,5.062864243434783,23,42,0,9
5,50.182473000000016,5.071395063880001,25,42,0,9
6,50.90932882352941,2.9562071478235294,17,42,0,9
7,49.24403805555556,4.064619586611112,18,42,0,9
8,51.0728825,4.178377545,22,42,0,9
0,50.003692727272735,3.8395839979545454,22,43,0,9
1,50.184060789473676,2.6288251033157892,19,43,0,9
2,50.97782099999999,5.218979354600001,25,43,0,9
3,49.3509611764706,2.8917665705294113,17,43,0,9
4,49.33434717391303,5.062864243434783,23,43,0,9
5,50.182473000000016,5.071395063880001,25,43,0,9
6,50.90932882352941,2.9562071478235294,17,43,0,9
7,49.233389117647064,4.095606813470589,17,43,0,9
8,51.06014608695652,4.230109176391304,23,43,0,9
0,50.003692727272735,3.8395839979545454,22,44,0,9
1,50.184060789473676,2.6288251033157892,19,44,0,9
2,50.97782099999999,5.218979354600001,25,44,0,9
3,49.43065970588236,2.999435296235294,17,44,0,9
4,49.33434717391303,5.062864243434783,23,44,0,9
5,50.182473000000016,5.071395063880001,25,44,0,9
6,50.90932882352941,2.9562071478235294,17,44,0,9
7,49.24403805555556,4.064619586611112,18,44,0,9
8,51.0728825,4.178377545,22,44,0,9
0,50.003692727272735,3.8395839979545454,22,45,0,9
1,50.184060789473676,2.6288251033157892,19,45,0,9
2,50.97782099999999,5.218979354600001,25,45,0,9
3,49.3509611764706,2.8917665705294113,17,45,0,9
4,49.33434717391303,5.062864243434783,23,45,0,9
5,50.182473000000016,5.071395063880001,25,45,0,9
6,50.90932882352941,2.9562071478235294,17,45,0,9
7,49.233389117647064,4.095606813470589,17,45,0,9
8,51.06014608695652,4.230109176391304,23,45,0,9
0,50.003692727272735,3.8395839979545454,22,46,0,9
1,50.184060789473676,2.6288251033157892,19,46,0,9
2,50.97782099999999,5.218979354600001,25,46,0,9
3,49.43065970588236,2.999435296235294,17,46,0,9
4,49.33434717391303,5.062864243434783,23,46,0,9
5,50.182473000000016,5.071395063880001,25,46,0,9
6,50.90932882352941,2.9562071478235294,17,46,0,9
7,49.24403805555556,4.064619586611112,18,46,0,9
8,51.0728825,4.178377545,22,46,0,9
0,50.003692727272735,3.8395839979545454,22,47,0,9
1,50.184060789473676,2.6288251033157892,19,47,0,9
2,50.97782099999999,5.218979354600001,25,47,0,9
3,49.3509611764706,2.8917665705294113,17,47,0,9
4,49.33434717391303,5.062864243434783,23,47,0,9
5,50.182473000000016,5.071395063880001,25,47,0,9
6,50.90932882352941,2.9562071478235294,17,47,0,9
7,49.233389117647064,4.095606813470589,17,47,0,9
8,51.06014608695652,4.230109176391304,23,47,0,9
0,50.003692727272735,3.8395839979545454,22,48,0,9
1,50.184060789473676,2.6288251033157892,19,48,0,9
2,50.97782099999999,5.218979354600001,25,48,0,9
3,49.43065970588236,2.999435296235294,17,48,0,9
4,49.33434717391303,5.062864243434783,23,48,0,9
5,50.182473000000016,5.071395063880001,25,48,0,9
6,50.90932882352941,2.9562071478235294,17,48,0,9
7,49.24403805555556,4.064619586611112,18,48,0,9
8,51.0728825,4.178377545,22,48,0,9
0,50.003692727272735,3.8395839979545454,22,49,0,9
1,50.184060789473676,2.6288251033157892,19,49,0,9
2,50.97782099999999,5.218979354600001,25,49,0,9
3,49.3509611764706,2.8917665705294113,17,49,0,9
4,49.33434717391303,5.062864243434783,23,49,0,9
5,50.182473000000016,5.071395063880001,25,49,0,9
6,50.90932882352941,2.9562071478235294,17,49,0,9
7,49.233389117647064,4.095606813470589,17,49,0,9
8,51.06014608695652,4.230109176391304,23,49,0,9
0,50.003692727272735,3.8395839979545454,22,50,0,9
1,50.184060789473676,2.6288251033157892,19,50,0,9
2,50.97782099999999,5.218979354600001,25,50,0,9
3,49.43065970588236,2.999435296235294,17,50,0,9
4,49.33434717391303,5.062864243434783,23,50,0,9
5,50.182473000000016,5.071395063880001,25,50,0,9
6,50.90932882352941,2.9562071478235294,17,50,0,9
7,49.24403805555556,4.064619586611112,18,50,0,9
8,51.0728825,4.178377545,22,50,0,9
0,50.003692727272735,3.8395839979545454,22,51,0,9
1,50.184060789473676,2.6288251033157892,19,51,0,9
2,50.97782099999999,5.218979354600001,25,51,0,9
3,49.3509611764706,2.8917665705294113,17,51,0,9
4,49.33434717391303,5.062864243434783,23,51,0,9
5,50.182473000000016,5.071395063880001,25,51,0,9
6,50.90932882352941,2.9562071478235294,17,51,0,9
7,49.233389117647064,4.095606813470589,17,51,0,9
8,51.06014608695652,4.230109176391304,23,51,0,9
0,50.003692727272735,3.8395839979545454,22,52,0,9
1,50.184060789473676,2.6288251033157892,19,52,0,9
2,50.97782099999999,5.218979354600001,25,52,0,9
3,49.43065970588236,2.999435296235294,17,52,0,9
4,49.33434717391303,5.062864243434783,23,52,0,9
5,50.182473000000016,5.071395063880001,25,52,0,9
6,50.90932882352941,2.9562071478235294,17,52,0,9
7,49.24403805555556,4.064619586611112,18,52,0,9
8,51.0728825,4.178377545,22,52,0,9
0,50.003692727272735,3.8395839979545454,22,53,0,9
1,50.184060789473676,2.6288251033157892,19,53,0,9
2,50.97782099999999,5.218979354600001,25,53,0,9
3,49.3509611764706,2.8917665705294113,17,53,0,9
4,49.33434717391303,5.062864243434783,23,53,0,9
5,50.182473000000016,5.071395063880001,25,53,0,9
6,50.90932882352941,2.9562071478235294,17,53,0,9
7,49.233389117647064,4.095606813470589,17,53,0,9
8,51.06014608695652,4.230109176391304,23,53,0,9
0,50.003692727272735,3.8395839979545454,22,54,0,9
1,50.184060789473676,2.6288251033157892,19,54,0,9
2,50.97782099999999,5.218979354600001,25,54,0,9
3,49.43065970588236,2.999435296235294,17,54,0,9
4,49.33434717391303,5.062864243434783,23,54,0,9
5,50.182473000000016,5.071395063880001,25,54,0,9
6,50.90932882352941,2.9562071478235294,17,54,0,9
7,49.24403805555556,4.064619586611112,18,54,0,9
8,51.0728825,4.178377545,22,54,0,9
0,50.003692727272735,3.8395839979545454,22,55,0,9
1,50.184060789473676,2.6288251033157892,19,55,0,9
2,50.97782099999999,5.218979354600001,25,55,0,9
3,49.3509611764706,2.8917665705294113,17,55,0,9
4,49.33434717391303,5.062864243434783,23,55,0,9
5,50.182473000000016,5.071395063880001,25,55,0,9
6,50.90932882352941,2.9562071478235294,17,55,0,9
7,49.233389117647064,4.095606813470589,17,55,0,9
8,51.06014608695652,4.230109176391304,23,55,0,9
0,50.003692727272735,3.8395839979545454,22,56,0,9
1,50.184060789473676,2.6288251033157892,19,56,0,9
2,50.97782099999999,5.218979354600001,25,56,0,9
3,49.43065970588236,2.999435296235294,17,56,0,9
4,49.33434717391303,5.062864243434783,23,56,0,9
5,50.182473000000016,5.071395063880001,25,56,0,9
6,50.90932882352941,2.9562071478235294,17,56,0,9
7,49.24403805555556,4.064619586611112,18,56,0,9
8,51.0728825,4.178377545,22,56,0,9
0,50.003692727272735,3.8395839979545454,22,57,0,9
1,50.184060789473676,2.6288251033157892,19,57,0,9
2,50.97782099999999,5.218979354600001,25,57,0,9
3,49.3509611764706,2.8917665705294113,17,57,0,9
4,49.33434717391303,5.062864243434783,23,57,0,9
5,50.182473000000016,5.071395063880001,25,57,0,9
6,50.90932882352941,2.9562071478235294,17,57,0,9
7,49.233389117647064,4.095606813470589,17,57,0,9
8,51.06014608695652,4.230109176391304,23,57,0,9
0,50.003692727272735,3.8395839979545454,22,58,0,9
1,50.184060789473676,2.6288251033157892,19,58,0,9
2,50.97782099999999,5.218979354600001,25,58,0,9
3,49.43065970588236,2.999435296235294,17,58,0,9
4,49.33434717391303,5.062864243434783,23,58,0,9
5,50.182473000000016,5.071395063880001,25,58,0,9
6,50.90932882352941,2.9562071478235294,17,58,0,9
7,49.24403805555556,4.064619586611112,18,58,0,9
8,51.0728825,4.178377545,22,58,0,9
0,50.003692727272735,3.8395839979545454,22,59,0,9
1,50.184060789473676,2.6288251033157892,19,59,0,9
2,50.97782099999999,5.218979354600001,25,59,0,9
3,49.3509611764706,2.8917665705294113,17,59,0,9
4,49.33434717391303,5.062864243434783,23,59,0,9
5,50.182473000000016,5.071395063880001,25,59,0,9
6,50.90932882352941,2.9562071478235294,17,59,0,9
7,49.233389117647064,4.095606813470589,17,59,0,9
8,51.06014608695652,4.230109176391304,23,59,0,9
0,50.003692727272735,3.8395839979545454,22,60,0,9
1,50.184060789473676,2.6288251033157892,19,60,0,9
2,50.97782099999999,5.218979354600001,25,60,0,9
3,49.43065970588236,2.999435296235294,17,60,0,9
4,49.33434717391303,5.062864243434783,23,60,0,9
5,50.182473000000016,5.071395063880001,25,60,0,9
6,50.90932882352941,2.9562071478235294,17,60,0,9
7,49.24403805555556,4.064619586611112,18,60,0,9
8,51.0728825,4.178377545,22,60,0,9
0,50.003692727272735,3.8395839979545454,22,61,0,9
1,50.184060789473676,2.6288251033157892,19,61,0,9
2,50.97782099999999,5.218979354600001,25,61,0,9
3,49.3509611764706,2.8917665705294113,17,61,0,9
4,49.33434717391303,5.062864243434783,23,61,0,9
5,50.182473000000016,5.071395063880001,25,61,0,9
6,50.90932882352941,2.9562071478235294,17,61,0,9
7,49.233389117647064,4.095606813470589,17,61,0,9
8,51.06014608695652,4.230109176391304,23,61,0,9
0,50.003692727272735,3.8395839979545454,22,62,0,9
1,50.184060789473676,2.6288251033157892,19,62,0,9
2,50.97782099999999,5.218979354600001,25,62,0,9
3,49.43065970588236,2.999435296235294,17,62,0,9
4,49.33434717391303,5.062864243434783,23,62,0,9
5,50.182473000000016,5.071395063880001,25,62,0,9
6,50.90932882352941,2.9562071478235294,17,62,0,9
7,49.24403805555556,4.064619586611112,18,62,0,9
8,51.0728825,4.178377545,22,62,0,9
0,50.003692727272735,3.8395839979545454,22,63,0,9
1,50.184060789473676,2.6288251033157892,19,63,0,9
2,50.97782099999999,5.218979354600001,25,63,0,9
3,49.3509611764706,2.8917665705294113,17,63,0,9
4,49.33434717391303,5.062864243434783,23,63,0,9
5,50.182473000000016,5.071395063880001,25,63,0,9
6,50.90932882352941,2.9562071478235294,17,63,0,9
7,49.233389117647064,4.095606813470589,17,63,0,9
8,51.06014608695652,4.230109176391304,23,63,0,9
0,50.003692727272735,3.8395839979545454,22,64,0,9
1,50.184060789473676,2.6288251033157892,19,64,0,9
2,50.97782099999999,5.218979354600001,25,64,0,9
3,49.43065970588236,2.999435296235294,17,64,0,9
4,49.33434717391303,5.062864243434783,23,64,0,9
5,50.182473000000016,5.071395063880001,25,64,0,9
6,50.90932882352941,2.9562071478235294,17,64,0,9
7,49.24403805555556,4.064619586611112,18,64,0,9
8,51.0728825,4.178377545,22,64,0,9
0,50.003692727272735,3.8395839979545454,22,65,0,9
1,50.184060789473676,2.6288251033157892,19,65,0,9
2,50.97782099999999,5.218979354600001,25,65,0,9
3,49.3509611764706,2.8917665705294113,17,65,0,9
4,49.33434717391303,5.062864243434783,23,65,0,9
5,50.182473000000016,5.071395063880001,25,65,0,9
6,50.90932882352941,2.9562071478235294,17,65,0,9
7,49.233389117647064,4.095606813470589,17,65,0,9
8,51.06014608695652,4.230109176391304,23,65,0,9
0,50.003692727272735,3.8395839979545454,22,66,0,9
1,50.184060789473676,2.6288251033157892,19,66,0,9
2,50.97782099999999,5.218979354600001,25,66,0,9
3,49.43065970588236,2.999435296235294,17,66,0,9
4,49.33434717391303,5.062864243434783,23,66,0,9
5,50.182473000000016,5.071395063880001,25,66,0,9
6,50.90932882352941,2.9562071478235294,17,66,0,9
7,49.24403805555556,4.064619586611112,18,66,0,9
8,51.0728825,4.178377545,22,66,0,9
0,49.980796315789476,4.360892896157895,19,0,0,10
1,50.01307657894737,3.796371905789474,19,0,0,10
2,49.975252894736855,3.854617805052631,19,0,0,10
3,50.2824897368421,4.3770117742105255,19,0,0,10
4,50.08219763157896,3.8360948278421048,19,0,0,10
5,50.32932657894737,4.302165463421054,19,0,0,10
6,50.52989236842105,4.595435234473685,19,0,0,10
7,50.174319999999994,3.936772719631579,19,0,0,10
8,50.05854638888889,3.7765424478333336,18,0,0,10
9,50.334339444444446,4.3528605061666665,18,0,0,10
0,49.42962869565217,4.913141148304349,23,1,0,10
1,49.42789647058824,2.8817702978823525,17,1,0,10
2,49.39537869565217,4.010503517173913,23,1,0,10
3,50.09309282608695,5.16041961326087,23,1,0,10
4,49.97475000000001,3.539273482133334,15,1,0,10
5,50.999093333333334,3.9544678163999993,15,1,0,10
6,51.068586304347825,4.886007566565218,23,1,0,10
7,50.75925666666667,3.092052671666667,15,1,0,10
8,50.17273176470588,2.713701362411765,17,1,0,10
9,50.83239205882354,4.955033109235295,17,1,0,10
0,49.33434717391303,5.062864243434783,23,2,0,10
1,49.34104666666667,2.8072345814666666,15,2,0,10
2,49.33766347826087,4.058553396913044,23,2,0,10
3,50.15884717391305,5.087020306043478,23,2,0,10
4,49.993226944444444,3.627637519555556,18,2,0,10
5,51.082221315789475,4.065122719421052,19,2,0,10
6,51.142004722222225,5.041059633444445,18,2,0,10
7,50.836646388888894,3.0250241813888885,18,2,0,10
8,50.216798125,2.5340711845625,16,2,0,10
9,50.686761666666676,5.152339796466667,15,2,0,10
0,49.307747272727276,5.039541795045455,22,3,0,10
1,49.41484666666667,2.9488857172,15,3,0,10
2,49.29478666666666,4.037995669666667,21,3,0,10
3,50.13376021739132,5.041007986391304,23,3,0,10
4,50.003660217391314,3.6795539670000004,23,3,0,10
5,51.07346318181818,4.121669876681818,22,3,0,10
6,51.166806666666666,5.153311185600001,15,3,0,10
7,50.88138874999999,2.9319016545625,16,3,0,10
8,50.216798125,2.5340711845625,16,3,0,10
9,50.66786833333334,5.236742222666667,15,3,0,10
0,49.307747272727276,5.039541795045455,22,4,0,10
1,49.37121062500001,2.8080876531874996,16,4,0,10
2,49.275361249999996,4.04313814275,20,4,0,10
3,50.13376021739132,5.041007986391304,23,4,0,10
4,50.004110217391315,3.7096282355652175,23,4,0,10
5,51.05999142857143,4.158649630809523,21,4,0,10
6,51.153163750000004,5.175454906000001,16,4,0,10
7,50.90932882352941,2.9562071478235294,17,4,0,10
